Nombre,Juego,Entrega,Desde,Hasta,Dist. Estimada,Dist. Aceptada,Vel. Máx,Modalidad,Beneficio,Multas,Daños,Tiempo Real,Fecha,Distancia_Num
WAJOIK13,ATS,Wotr,Chuck & Jack's,Deepgrove,3 389 km,3 527 km,118 km/h,Real,222 263 $,14 100 $,0,6469,2026-09-08,3527
WAJOIK13,ATS,Wotr,Deepgrove,NAMIQ,1 474 km,1 709 km,117 km/h,Real,40 899 $,8 700 $,0,3330,2026-09-08,1709
El puma (CT),ATS,Wotr,Gallon Oil,Rail Export,2 357 km,2 555 km,109 km/h,Real,185 173 $,0 $,0,4670,2026-09-08,2555
ReyMisterio,ATS,Wotr,42 Print,Starbridge,3 259 km,3 478 km,125 km/h,Real,118 681 $,0 $,1,6366,2026-09-08,3478
WAJOIK13,ATS,Wotr,NAMIQ,Nielsen Roads,2 481 km,2 589 km,111 km/h,Real,65 352 $,7 000 $,0,4804,2026-09-08,2589
MUISCACOL,ATS,Wotr,Sunshine Crops,Bushnell Farms,204 km,255 km,105 km/h,Real,6 694 $,4 100 $,2,1366,2026-09-08,255
profeta(CT),ATS,Wotr,Flavorfair,Rail Export,4 092 km,5 065 km,125 km/h,Real,134 682 $,0 $,1,10086,2026-09-08,5065
WAJOIK13,ATS,Wotr,Nielsen Roads,Bitumen,2 469 km,2 554 km,114 km/h,Real,111 178 $,7 800 $,0,4687,2026-09-08,2554
BlGFOOT,ATS,Wotr,US Beverages & Bottling,Home Store,3 806 km,3 944 km,116 km/h,Real,31 392 $,0 $,0,7145,2026-09-08,3944
WAJOIK13,ATS,Wotr,Bitumen,Johnson and Smith,2 605 km,3 006 km,121 km/h,Real,179 953 $,3 500 $,0,5502,2026-09-08,3006
Trucker_JJ,ATS,Wotr,Fish Tail Food,Rock Port,3 735 km,4 669 km,125 km/h,Real,47 114 $,0 $,0,9112,2026-09-08,4669
El puma (CT),ATS,Wotr,Rail Export,Wallbert,1 966 km,1 963 km,115 km/h,Real,37 488 $,0 $,1,3837,2026-09-08,1963
ELLUCHOMB,ATS,Wotr,HMS Machinery,Coastline Mining,1 196 km,1 226 km,116 km/h,Real,100 367 357 $,0 $,5,3261,2026-09-08,1226
ReyMisterio,ATS,Wotr,Enterpriser,Venture,145 km,146 km,107 km/h,Real,2 906 $,0 $,0,419,2026-09-08,146
Mr_Gerzon,ATS,Wotr,Bushnell Farms,NAMIQ,3 281 km,3 279 km,118 km/h,Real,64 378 $,0 $,0,6298,2026-09-08,3279
Camilo Gang,ATS,Wotr,SellGoods,Gallon Oil,1 581 km,1 829 km,111 km/h,Real,11 862 $,0 $,11,4147,2026-09-08,1829
ReyMisterio,ATS,Wotr,Tidbit,Fish Tail Food,1 175 km,1 175 km,118 km/h,Real,19 698 $,0 $,0,2552,2026-09-08,1175
ELLUCHOMB,ATS,Wotr,Tidbit,Fish Tail Food,1 175 km,1 180 km,123 km/h,Real,19 165 $,0 $,0,2625,2026-09-08,1180
WAJOIK13,ATS,Wotr,Vortex,Coastline Mining,2 911 km,3 010 km,108 km/h,Real,36 852 $,8 400 $,0,5645,2026-09-08,3010
BlGFOOT,ATS,Wotr,Wallbert,Wallbert,3 519 km,3 525 km,115 km/h,Real,8 012 $,0 $,0,6345,2026-09-08,3525
Mr_Gerzon,ATS,Wotr,Nielsen Roads,Bitumen,2 787 km,2 826 km,116 km/h,Real,134 242 $,0 $,1,5514,2026-09-08,2826
El puma (CT),ATS,Wotr,Wallbert,Plaster & Sons,2 291 km,2 288 km,117 km/h,Real,7 629 $,0 $,0,4350,2026-09-08,2288
miguel_gamer,ATS,Wotr,Rail Export,Gastream,1 366 km,1 367 km,109 km/h,Real,43 862 $,0 $,2,2806,2026-09-08,1367
Old_picotto,ATS,Wotr,Peterbilt,Bushnell Farms,2 431 km,2 466 km,110 km/h,Real,8 060 $,0 $,0,5209,2026-09-08,2466
Mr_Gerzon,ATS,Wotr,Lonestar Forwarding,Gallon Oil,342 km,428 km,106 km/h,Real,2 970 $,0 $,0,2073,2026-09-08,428
WAJOIK13,ATS,Wotr,Coastline Mining,X-Tech Machinery,3 176 km,3 571 km,118 km/h,Real,161 866 $,8 600 $,0,6560,2026-09-08,3571
Mr_Gerzon,ATS,Wotr,Gallon Oil,Coastline Mining,292 km,346 km,106 km/h,Real,8 238 $,0 $,0,1051,2026-09-08,346
Mr_Gerzon,ATS,Wotr,Coastline Mining,Chemso Ltd.,33 km,41 km,105 km/h,Real,875 $,0 $,0,205,2026-09-08,41
El puma (CT),ATS,Wotr,Plaster & Sons,Vortex,2 691 km,2 703 km,111 km/h,Real,77 178 $,0 $,0,5174,2026-09-09,2703
Mr_Gerzon,ATS,Wotr,Chemso Ltd.,AI Automotive,308 km,358 km,107 km/h,Real,2 578 $,0 $,0,1118,2026-09-09,358
BlGFOOT,ATS,Wotr,Brownsville Port,HMS Machinery,3 243 km,3 255 km,114 km/h,Real,18 955 $,0 $,0,5947,2026-09-09,3255
Mr_Gerzon,ATS,Wotr,AI Automotive,US Beverages & Bottling,993 km,994 km,118 km/h,Real,9 929 $,0 $,0,1869,2026-09-09,994
Mr_Gerzon,ATS,Wotr,US Beverages & Bottling,Rail Export,899 km,917 km,106 km/h,Real,11 800 $,0 $,0,1980,2026-09-09,917
CT/Cristian,ATS,Wotr,Deepgrove,Taylor Construction Group,3 525 km,3 504 km,127 km/h,Real,77 691 $,0 $,0,6958,2026-09-09,3504
ELLUCHOMB,ATS,Wotr,US Beverages & Bottling,Sunshine Crops,996 km,1 042 km,111 km/h,Real,1 816 $,0 $,2,2280,2026-09-09,1042
Mr_Gerzon,ATS,Wotr,Rail Export,Venture,178 km,212 km,109 km/h,Real,1 634 $,0 $,0,984,2026-09-09,212
WAJOIK13,ATS,Wotr,X-Tech Machinery,HMS Machinery,3 493 km,4 131 km,128 km/h,Real,271 151 $,4 600 $,0,7687,2026-09-09,4131
Manueloso27,ATS,Wotr,HMS Machinery,HMS Machinery,184 km,184 km,115 km/h,Real,1 721 $,0 $,5,481,2026-09-09,184
Mr_Gerzon,ATS,Wotr,Venture,Rail Export,1 110 km,1 110 km,114 km/h,Real,11 590 $,0 $,1,2996,2026-09-09,1110
Undertaker03,ATS,Wotr,Plaster & Sons,Plaster & Sons,1 928 km,1 929 km,113 km/h,Real,31 329 $,0 $,0,3798,2026-09-09,1929
profeta(CT),ATS,Wotr,Plaster & Sons,Plaster & Sons,1 928 km,1 928 km,119 km/h,Real,31 329 $,0 $,0,3838,2026-09-09,1928
ReyMisterio,ATS,Wotr,Plaster & Sons,Plaster & Sons,1 928 km,1 928 km,112 km/h,Real,31 329 $,0 $,0,3823,2026-09-09,1928
CT/Cristian,ATS,Wotr,Plaster & Sons,Plaster & Sons,1 928 km,1 935 km,112 km/h,Real,31 329 $,0 $,0,3783,2026-09-09,1935
Manueloso27,ATS,Wotr,Plaster & Sons,Plaster & Sons,1 928 km,1 929 km,119 km/h,Real,26 579 $,0 $,0,3738,2026-09-09,1929
El puma (CT),ATS,Wotr,Plaster & Sons,Plaster & Sons,1 928 km,1 928 km,112 km/h,Real,31 329 $,0 $,0,3869,2026-09-09,1928
Brayan Gamer,ATS,Wotr,Plaster & Sons,Plaster & Sons,1 928 km,1 929 km,115 km/h,Real,31 329 $,0 $,0,3867,2026-09-09,1929
Roger.Diaz,ATS,Wotr,Plaster & Sons,Plaster & Sons,1 928 km,1 928 km,109 km/h,Real,31 329 $,0 $,0,3728,2026-09-09,1928
Trucker_JJ,ATS,Wotr,Plaster & Sons,Plaster & Sons,1 928 km,1 929 km,120 km/h,Real,31 329 $,0 $,0,4009,2026-09-09,1929
ZayCruz,ATS,Wotr,Plaster & Sons,Plaster & Sons,1 928 km,1 957 km,105 km/h,Real,31 329 $,0 $,0,4031,2026-09-09,1957
Guardian777,ATS,Wotr,Plaster & Sons,Plaster & Sons,1 928 km,1 933 km,113 km/h,Real,20 354 $,0 $,8,3852,2026-09-09,1933
MUISCACOL,ATS,Wotr,Plaster & Sons,Plaster & Sons,1 928 km,1 969 km,109 km/h,Real,31 329 $,7 580 $,0,4415,2026-09-09,1969
WAJOIK13,ATS,Wotr,HMS Machinery,GARC,4 173 km,4 881 km,128 km/h,Real,308 190 $,10 580 $,0,9020,2026-09-09,4881
Trucker_JJ,ATS,Wotr,Sunshine Crops,Mon Coeur,1 306 km,1 310 km,117 km/h,Real,82 669 $,0 $,0,2565,2026-09-09,1310
ZayCruz,ATS,Wotr,Sunshine Crops,Mon Coeur,1 306 km,1 307 km,105 km/h,Real,82 669 $,0 $,0,2547,2026-09-09,1307
El puma (CT),ATS,Wotr,Sunshine Crops,Mon Coeur,1 306 km,1 395 km,122 km/h,Real,82 669 $,0 $,0,2697,2026-09-09,1395
ReyMisterio,ATS,Wotr,Sunshine Crops,Mon Coeur,1 306 km,1 322 km,122 km/h,Real,82 669 $,0 $,0,2723,2026-09-09,1322
Roger.Diaz,ATS,Wotr,Sunshine Crops,Mon Coeur,1 306 km,1 312 km,119 km/h,Real,82 669 $,0 $,0,2604,2026-09-09,1312
Guardian777,ATS,Wotr,Plaster & Sons,Rail Export,1 610 km,1 614 km,123 km/h,Real,19 981 $,0 $,14,3290,2026-09-09,1614
Manueloso27,ATS,Wotr,Plaster & Sons,Rail Export,1 610 km,1 622 km,121 km/h,Real,40 954 $,0 $,0,3318,2026-09-09,1622
profeta(CT),ATS,Wotr,Plaster & Sons,Rail Export,1 610 km,1 616 km,125 km/h,Real,47 457 $,0 $,0,3283,2026-09-09,1616
MUISCACOL,ATS,Wotr,Plaster & Sons,Rail Export,1 610 km,1 610 km,111 km/h,Real,47 457 $,2 100 $,0,3537,2026-09-09,1610
CT/Cristian,ATS,Wotr,Plaster & Sons,Rail Export,1 610 km,1 623 km,125 km/h,Real,24 847 $,0 $,11,3365,2026-09-09,1623
Brayan Gamer,ATS,Wotr,Plaster & Sons,Rail Export,1 610 km,1 620 km,115 km/h,Real,47 457 $,0 $,0,3344,2026-09-09,1620
ELLUCHOMB,ATS,Wotr,Plaster & Sons,Rail Export,1 610 km,1 667 km,117 km/h,Real,43 936 $,0 $,1,3919,2026-09-09,1667
WAJOIK13,ATS,Wotr,GARC,Bushnell Farms,2 550 km,2 550 km,113 km/h,Real,194 527 $,5 600 $,0,4794,2026-09-09,2550
profeta(CT),ATS,Wotr,Deepgrove,Plaster & Sons,1 081 km,1 082 km,126 km/h,Real,36 928 $,0 $,0,2005,2026-09-09,1082
CT/Cristian,ATS,Wotr,Deepgrove,Plaster & Sons,1 081 km,1 083 km,121 km/h,Real,36 928 $,0 $,0,2063,2026-09-09,1083
Brayan Gamer,ATS,Wotr,Deepgrove,Plaster & Sons,1 081 km,1 084 km,115 km/h,Real,36 928 $,0 $,0,2111,2026-09-09,1084
Manueloso27,ATS,Wotr,Deepgrove,Plaster & Sons,1 081 km,1 079 km,121 km/h,Real,31 183 $,0 $,0,2091,2026-09-09,1079
Roger.Diaz,ATS,Wotr,Deepgrove,Plaster & Sons,1 081 km,1 083 km,124 km/h,Real,36 928 $,0 $,0,2111,2026-09-09,1083
El puma (CT),ATS,Wotr,Deepgrove,Plaster & Sons,1 081 km,1 082 km,118 km/h,Real,36 928 $,0 $,0,2007,2026-09-09,1082
ELLUCHOMB,ATS,Wotr,Deepgrove,Plaster & Sons,1 081 km,1 110 km,112 km/h,Real,36 083 $,0 $,0,2317,2026-09-09,1110
Camilo Gang,ATS,Estándar,Deepgrove,Plaster & Sons,1 084 km,1 079 km,130 km/h,Real,36 825 $,0 $,0,1838,2026-09-09,1079
Old_picotto,ATS,Wotr,Bushnell Farms,Rail Export,2 122 km,2 123 km,114 km/h,Real,131 896 $,0 $,0,4354,2026-09-09,2123
ELLUCHOMB,ATS,Wotr,Bitumen,Sunshine Crops,858 km,863 km,114 km/h,Real,20 926 $,0 $,7,1838,2026-09-09,863
Camilo Gang,ATS,Wotr,Bitumen,Sunshine Crops,858 km,880 km,111 km/h,Real,30 094 $,0 $,0,1786,2026-09-09,880
Camilo Gang,ATS,Wotr,Sunshine Crops,Plaster & Sons,201 km,202 km,122 km/h,Real,3 046 $,0 $,0,405,2026-09-09,202
Mr_Gerzon,ATS,Wotr,Venture,Enterpriser,1 187 km,1 484 km,113 km/h,Real,10 779 $,0 $,1,3791,2026-09-09,1484
WAJOIK13,ATS,Wotr,Chuck & Jack's,Plaster & Sons,2 654 km,2 653 km,114 km/h,Real,46 614 $,13 100 $,0,5059,2026-09-09,2653
WAJOIK13,ATS,Wotr,Plaster & Sons,NAMIQ,2 617 km,3 178 km,124 km/h,Real,133 031 $,2 800 $,0,5909,2026-09-09,3178
profeta(CT),ATS,Wotr,Plaster & Sons,NAMIQ,2 935 km,2 931 km,130 km/h,Real,107 580 $,0 $,0,5492,2026-09-09,2931
El puma (CT),ATS,Wotr,Elegrid,Equos Power Transport,1 962 km,1 961 km,108 km/h,Real,82 267 $,0 $,0,3817,2026-09-09,1961
WAJOIK13,ATS,Wotr,NAMIQ,Lonestar Forwarding,3 306 km,3 861 km,112 km/h,Real,69 490 $,6 500 $,0,6988,2026-09-09,3861
ReyMisterio,ATS,Wotr,Flavorfair,Sea Horizon,4 239 km,5 024 km,126 km/h,Real,14 199 $,0 $,0,9208,2026-09-09,5024
CT/Cristian,ATS,Wotr,Wallbert,Global Mills,2 877 km,2 879 km,116 km/h,Real,3 412 $,0 $,6,5761,2026-09-09,2879
Mr_Gerzon,ATS,Wotr,Enterpriser,Mon Coeur,1 135 km,1 350 km,129 km/h,Real,11 678 $,0 $,0,3131,2026-09-09,1350
WAJOIK13,ATS,Wotr,Lonestar Forwarding,Taylor Construction Group,2 514 km,2 544 km,126 km/h,Real,125 494 $,9 820 $,0,4707,2026-09-09,2544
Mr_Gerzon,ATS,Wotr,Mon Coeur,Rail Export,426 km,397 km,123 km/h,Real,3 449 $,0 $,0,931,2026-09-09,397
Mr_Gerzon,ATS,Wotr,Rail Export,Bushnell Farms,879 km,780 km,122 km/h,Real,4 500 $,0 $,0,1747,2026-09-09,780
Camilo Gang,ATS,Wotr,Plaster & Sons,Enterpriser,1 262 km,1 262 km,119 km/h,Real,37 329 $,0 $,0,2335,2026-09-09,1262
WAJOIK13,ATS,Wotr,Taylor Construction Group,LA Seaport,2 497 km,2 547 km,110 km/h,Real,65 769 $,7 400 $,0,4889,2026-09-09,2547
Mr_Gerzon,ATS,Wotr,Bushnell Farms,Rail Export,878 km,747 km,127 km/h,Real,17 660 $,0 $,0,1657,2026-09-09,747
Mr_Gerzon,ATS,Wotr,Rail Export,Global Mills,613 km,766 km,111 km/h,Real,6 739 $,0 $,1,2353,2026-09-09,766
El puma (CT),ATS,Wotr,Equos Power Transport,Nielsen Roads,1 544 km,1 548 km,106 km/h,Real,25 026 $,0 $,0,2910,2026-09-09,1548
CT/Cristian,ATS,Wotr,Fish Tail Food,Vortex,3 777 km,4 109 km,125 km/h,Real,57 391 $,0 $,10,7907,2026-09-09,4109
ReyMisterio,ATS,Wotr,Apade,Venture,1 067 km,1 067 km,107 km/h,Real,11 541 $,0 $,0,2195,2026-09-09,1067
WAJOIK13,ATS,Wotr,Equos Power Transport,Eddy's,2 994 km,2 990 km,114 km/h,Real,97 615 $,14 100 $,0,5664,2026-09-09,2990
Mr_Gerzon,ATS,Wotr,Global Mills,Enterpriser,795 km,994 km,116 km/h,Real,17 828 $,0 $,0,3231,2026-09-09,994
WAJOIK13,ATS,Wotr,Eddy's,MWM,2 121 km,2 120 km,127 km/h,Real,60 099 $,2 800 $,0,4137,2026-09-09,2120
Mr_Gerzon,ATS,Wotr,Eddy's,Rail Export,934 km,1 168 km,113 km/h,Real,13 868 $,0 $,0,3299,2026-09-09,1168
Mr_Gerzon,ATS,Wotr,Rail Export,Sunshine Crops,151 km,156 km,115 km/h,Real,2 228 $,0 $,0,402,2026-09-09,156
WAJOIK13,ATS,Wotr,Bushnell Farms,Evergreen,3 524 km,3 856 km,115 km/h,Real,185 196 $,9 100 $,0,6969,2026-09-10,3856
Brayan Gamer,ATS,Wotr,Enterpriser,Enterpriser,2 074 km,2 077 km,115 km/h,Real,44 637 $,0 $,0,4000,2026-09-10,2077
miguel_gamer,ATS,Wotr,Kenworth,Kenworth,1 134 km,1 134 km,106 km/h,Real,60 905 $,0 $,4,2637,2026-09-10,1134
Mr_Gerzon,ATS,Wotr,Sunshine Crops,Calimondo,1 154 km,1 443 km,126 km/h,Real,19 836 $,0 $,0,3907,2026-09-10,1443
Old_picotto,ATS,Wotr,Rail Export,Steeler,2 130 km,2 132 km,111 km/h,Real,26 535 $,0 $,0,4444,2026-09-10,2132
Brayan Gamer,ATS,Wotr,Tidbit,42 Print,1 876 km,1 880 km,122 km/h,Real,38 489 $,0 $,1,3650,2026-09-10,1880
CT/Cristian,ATS,Wotr,Tidbit,42 Print,1 876 km,1 900 km,118 km/h,Real,40 492 $,0 $,0,3698,2026-09-10,1900
WAJOIK13,ATS,Wotr,Evergreen,Eddy's,3 256 km,3 606 km,112 km/h,Real,122 919 $,9 300 $,0,6669,2026-09-10,3606
Mr_Gerzon,ATS,Wotr,Shop Town,Rail Export,973 km,1 216 km,126 km/h,Real,7 627 $,0 $,0,3237,2026-09-10,1216
ELLUCHOMB,ATS,Wotr,Tidbit,42 Print,1 155 km,1 159 km,113 km/h,Real,27 949 $,0 $,0,2228,2026-09-10,1159
miguel_gamer,ATS,Wotr,Coastline Mining,Gallon Oil,1 286 km,1 456 km,124 km/h,Real,52 861 $,0 $,0,2946,2026-09-10,1456
Brayan Gamer,ATS,Wotr,Tidbit,Avalanche Steel,2 268 km,2 267 km,114 km/h,Real,7 558 $,0 $,0,4116,2026-09-10,2267
Camilo Gang,ATS,Wotr,Tidbit,Avalanche Steel,2 268 km,2 283 km,112 km/h,Real,7 558 $,0 $,0,4200,2026-09-10,2283
El puma (CT),ATS,Wotr,Tidbit,Avalanche Steel,2 268 km,2 271 km,108 km/h,Real,7 558 $,0 $,0,4178,2026-09-10,2271
CT/Cristian,ATS,Wotr,Tidbit,Avalanche Steel,2 268 km,2 267 km,116 km/h,Real,7 558 $,0 $,0,4117,2026-09-10,2267
profeta(CT),ATS,Wotr,Tidbit,Avalanche Steel,2 268 km,2 290 km,115 km/h,Real,7 558 $,0 $,0,4299,2026-09-10,2290
ZayCruz,ATS,Wotr,Tidbit,Avalanche Steel,2 268 km,2 269 km,105 km/h,Real,7 558 $,0 $,0,4195,2026-09-10,2269
miguel_gamer,ATS,Wotr,Gallon Oil,Plaster & Sons,703 km,706 km,105 km/h,Real,20 751 $,0 $,0,1537,2026-09-10,706
ELLUCHOMB,ATS,Wotr,Darwing,Deepgrove,1 145 km,1 151 km,125 km/h,Real,19 028 $,0 $,1,2393,2026-09-10,1151
WAJOIK13,ATS,Wotr,Eddy's,Wallbert,2 801 km,2 797 km,107 km/h,Real,9 390 $,15 460 $,0,5277,2026-09-10,2797
profeta(CT),ATS,Wotr,Deepgrove,Rail Export,1 543 km,1 543 km,126 km/h,Real,65 089 $,0 $,0,2931,2026-09-10,1543
Brayan Gamer,ATS,Wotr,Deepgrove,Rail Export,1 543 km,1 559 km,115 km/h,Real,65 089 $,0 $,0,3145,2026-09-10,1559
El puma (CT),ATS,Wotr,Deepgrove,Rail Export,1 543 km,1 543 km,116 km/h,Real,65 089 $,0 $,0,2972,2026-09-10,1543
miguel_gamer,ATS,Wotr,Plaster & Sons,HMS Machinery,1 173 km,1 178 km,108 km/h,Real,52 437 $,0 $,1,2751,2026-09-10,1178
Camilo Gang,ATS,Wotr,Deepgrove,Rail Export,1 543 km,1 558 km,112 km/h,Real,65 089 $,0 $,0,3191,2026-09-10,1558
ELLUCHOMB,ATS,Wotr,Deepgrove,Rail Export,1 462 km,1 466 km,123 km/h,Real,19 291 $,0 $,0,2754,2026-09-10,1466
ZayCruz,ATS,Wotr,Deepgrove,Rail Export,1 462 km,1 449 km,106 km/h,Real,19 737 $,0 $,0,2789,2026-09-10,1449
CT/Cristian,ATS,Wotr,Deepgrove,Rail Export,1 543 km,1 546 km,117 km/h,Real,65 089 $,0 $,0,3253,2026-09-10,1546
Camilo Gang,ATS,Wotr,Rail Export,Wingman Aviation Center,630 km,632 km,110 km/h,Real,23 242 $,0 $,0,1339,2026-09-10,632
miguel_gamer,ATS,Wotr,HMS Machinery,Gallon Oil,1 015 km,1 014 km,105 km/h,Real,52 055 $,0 $,1,2308,2026-09-10,1014
ELLUCHOMB,ATS,Wotr,Rail Export,Wingman Aviation Center,630 km,635 km,109 km/h,Real,22 800 $,0 $,0,1444,2026-09-10,635
miguel_gamer,ATS,Wotr,Gallon Oil,Chemso Ltd.,1 160 km,1 182 km,106 km/h,Real,31 654 $,0 $,12,3063,2026-09-10,1182
andres guerra,ATS,Estándar,Deepgrove,bodegon,622 km,552 km,84 km/h,Real,1 151 $,0 $,0,10990,2026-09-10,552
WAJOIK13,ATS,Wotr,Wallbert,Deepgrove,3 255 km,3 525 km,123 km/h,Real,41 136 $,11 360 $,0,6634,2026-09-10,3525
WAJOIK13,ATS,Wotr,Deepgrove,US Beverages & Bottling,3 230 km,3 521 km,114 km/h,Real,61 035 $,16 060 $,0,6380,2026-09-10,3521
El puma (CT),ATS,Wotr,Apade,Enterpriser,2 081 km,2 081 km,106 km/h,Real,157 919 $,0 $,0,3853,2026-09-10,2081
Trucker_JJ,ATS,Wotr,Apade,SellGoods,2 232 km,2 529 km,129 km/h,Real,169 334 $,0 $,0,4601,2026-09-10,2529
ReyMisterio,ATS,Wotr,Venture,Dynamix,2 377 km,2 378 km,119 km/h,Real,62 637 $,0 $,0,4358,2026-09-10,2378
WAJOIK13,ATS,Wotr,US Beverages & Bottling,Deepgrove,3 426 km,4 051 km,110 km/h,Real,11 352 $,11 400 $,0,7514,2026-09-10,4051
Mr_Gerzon,ATS,Wotr,Eddy's,Enterpriser,1 105 km,1 221 km,115 km/h,Real,1 544 $,0 $,0,2756,2026-09-10,1221
MUISCACOL,ATS,Wotr,Rail Export,Sunshine Crops,1 728 km,1 950 km,119 km/h,Real,107 519 $,17 020 $,0,4818,2026-09-10,1950
WAJOIK13,ATS,Wotr,Deepgrove,Elimax,3 555 km,4 022 km,118 km/h,Real,141 409 $,3 500 $,0,7382,2026-09-10,4022
Mr_Gerzon,ATS,Wotr,Enterpriser,Enterpriser,1 158 km,1 311 km,110 km/h,Real,6 459 $,0 $,17,3636,2026-09-10,1311
ELLUCHOMB,ATS,Wotr,Coastline Mining,AI Automotive,1 275 km,1 287 km,122 km/h,Real,9 112 $,0 $,11,2611,2026-09-10,1287
WAJOIK13,ATS,Wotr,Elimax,Farmer's Barn,2 432 km,2 666 km,113 km/h,Real,73 223 $,2 100 $,0,4738,2026-09-10,2666
CT/Cristian,ATS,Wotr,Haddock Shipyard,Sea Horizon,3 835 km,3 837 km,114 km/h,Real,52 476 $,0 $,0,7270,2026-09-10,3837
ELLUCHOMB,ATS,Wotr,Bloomscape,Gastream,1 020 km,1 008 km,128 km/h,Real,44 326 $,0 $,0,2184,2026-09-10,1008
ReyMisterio,ATS,Wotr,Haddock Shipyard,Sea Horizon,3 835 km,3 840 km,118 km/h,Real,43 395 $,0 $,4,7299,2026-09-10,3840
Undertaker03,ATS,Wotr,Haddock Shipyard,Sea Horizon,3 835 km,3 837 km,115 km/h,Real,49 877 $,0 $,1,7253,2026-09-10,3837
ELLUCHOMB,ATS,Wotr,Farmer's Barn,SellGoods,171 km,172 km,110 km/h,Real,11 353 $,0 $,0,602,2026-09-10,172
WAJOIK13,ATS,Wotr,42 Print,Gastream,2 650 km,2 649 km,118 km/h,Real,36 901 $,5 100 $,0,4882,2026-09-10,2649
miguel_gamer,ATS,Wotr,Bitumen,Bitumen,853 km,854 km,110 km/h,Real,12 066 $,0 $,13,1839,2026-09-10,854
ELLUCHOMB,ATS,Wotr,SellGoods,SellGoods,1 243 km,1 224 km,125 km/h,Real,0 $,0 $,36,2830,2026-09-10,1224
WAJOIK13,ATS,Wotr,Lumen auto,Wallbert,3 838 km,4 532 km,110 km/h,Real,12 646 $,6 000 $,0,8399,2026-09-11,4532
ELLUCHOMB,ATS,Wotr,AI Automotive,Sunshine Crops,1 406 km,1 413 km,119 km/h,Real,13 805 $,0 $,1,3232,2026-09-11,1413
miguel_gamer,ATS,Wotr,Bitumen,Coastline Mining,1 034 km,1 046 km,109 km/h,Real,1 047 $,0 $,14,2402,2026-09-11,1046
Mr_Gerzon,ATS,Wotr,Bitumen,Bitumen,1 170 km,1 339 km,112 km/h,Real,18 091 $,0 $,7,3478,2026-09-11,1339
johan chiquiza,ATS,Estándar,Coastline Mining,Bitumen,37 km,38 km,107 km/h,Real,817 $,1 400 $,0,211,2026-09-11,38
CT/Cristian,ATS,Wotr,Starbridge,Plaster & Sons,2 960 km,2 959 km,118 km/h,Real,62 936 $,0 $,0,5860,2026-09-11,2959
Mr_Gerzon,ATS,Wotr,Lonestar Forwarding,Rail Export,199 km,200 km,112 km/h,Real,13 002 $,0 $,0,497,2026-09-11,200
ELLUCHOMB,ATS,Wotr,Apade,Drake Cars,1 734 km,1 740 km,116 km/h,Real,72 114 $,0 $,0,3807,2026-09-11,1740
WAJOIK13,ATS,Wotr,Wallbert,Plaster & Sons,3 643 km,3 768 km,111 km/h,Real,12 032 $,8 240 $,0,6910,2026-09-11,3768
Undertaker03,ATS,Wotr,Gallon Oil,Sunshine Crops,1 590 km,1 590 km,119 km/h,Real,21 412 $,0 $,0,3290,2026-09-11,1590
ReyMisterio,ATS,Wotr,Gallon Oil,Sunshine Crops,1 590 km,1 590 km,116 km/h,Real,21 412 $,0 $,0,3347,2026-09-11,1590
ELLUCHOMB,ATS,Wotr,Gallon Oil,Sunshine Crops,1 590 km,1 590 km,119 km/h,Real,21 121 $,0 $,0,3674,2026-09-11,1590
CT/Cristian,ATS,Wotr,Gallon Oil,Sunshine Crops,1 590 km,1 591 km,115 km/h,Real,21 412 $,0 $,0,3308,2026-09-11,1591
Brayan Gamer,ATS,Wotr,Gallon Oil,Sunshine Crops,1 590 km,1 592 km,115 km/h,Real,21 412 $,0 $,0,3470,2026-09-11,1592
El puma (CT),ATS,Wotr,Gallon Oil,Sunshine Crops,1 590 km,1 593 km,120 km/h,Real,21 412 $,0 $,0,3336,2026-09-11,1593
Mr_Gerzon,ATS,Wotr,Gallon Oil,Sunshine Crops,1 590 km,1 597 km,114 km/h,Real,20 831 $,0 $,0,3510,2026-09-11,1597
ZayCruz,ATS,Wotr,Gallon Oil,Sunshine Crops,1 590 km,1 592 km,106 km/h,Real,21 412 $,0 $,0,3429,2026-09-11,1592
miguel_gamer,ATS,Estándar,Gallon Oil,Sunshine Crops,1 590 km,1 597 km,131 km/h,Carrera,17 825 $,0 $,4,3523,2026-09-11,1597
johan chiquiza,ATS,Wotr,Gallon Oil,Sunshine Crops,1 590 km,1 591 km,117 km/h,Real,20 831 $,1 400 $,0,3595,2026-09-11,1591
WAJOIK13,ATS,Wotr,Bushnell Farms,Evergreen,3 076 km,3 104 km,122 km/h,Real,194 733 $,3 220 $,0,5800,2026-09-11,3104
Camilo Gang,ATS,Wotr,Charged,Enterpriser,2 464 km,2 467 km,105 km/h,Real,38 653 $,0 $,0,4765,2026-09-11,2467
Guardian777,ATS,Wotr,Apade,GPW,487 km,488 km,110 km/h,Real,4 735 $,0 $,5,1203,2026-09-11,488
ReyMisterio,ATS,Wotr,Venture,Enterpriser,1 341 km,1 495 km,123 km/h,Real,30 205 $,0 $,0,3164,2026-09-11,1495
Brayan Gamer,ATS,Wotr,Venture,Enterpriser,1 341 km,1 472 km,115 km/h,Real,30 205 $,0 $,0,3072,2026-09-11,1472
